date,open,high,low,close,volume
2003-03-07,119.39,119.39,115.37,115.37,45539
2003-03-10,117.03,118.25,116.10,116.10,81077
2003-03-11,117.91,120.32,117.91,120.13,280846
2003-03-12,120.72,120.72,118.21,118.21,3334703
2003-03-13,120.05,120.05,118.40,118.79,1179251
2003-03-14,120.04,120.99,120.04,120.99,120253
2003-03-17,120.84,121.16,119.63,121.16,470578
2003-03-18,122.44,122.44,120.51,120.98,379297
2003-03-19,122.89,123.86,122.80,122.80,59445
2003-03-20,123.84,123.84,120.16,120.33,359162
2003-03-21,120.59,121.10,120.59,120.78,212123
2003-03-24,120.28,120.28,117.32,117.32,276258
2003-03-25,115.82,116.61,114.85,114.85,1744504
2003-03-26,116.35,118.39,116.35,117.62,139327
2003-03-27,119.59,120.53,119.50,119.50,5691725
2003-03-28,119.68,120.99,119.68,120.87,119219
2003-03-31,121.73,122.07,121.73,121.84,447232
2003-04-01,122.43,123.15,122.43,123.15,3831345
2003-04-02,124.30,124.54,122.53,122.53,2621898
2003-04-03,122.88,123.93,121.53,123.93,8279892
2003-04-04,121.63,121.68,119.79,119.79,298227
2003-04-07,118.83,121.30,118.83,120.55,1743476
2003-04-08,121.81,123.12,121.81,123.12,17360
2003-04-09,124.84,124.84,121.78,121.78,872960
2003-04-10,121.74,123.02,121.51,121.51,1309600
2003-04-11,123.06,123.06,120.89,121.46,682940
2003-04-14,122.72,122.81,121.60,121.60,746015
2003-04-15,122.32,125.81,122.32,124.17,1043624
2003-04-16,123.61,126.31,123.61,126.31,93847
2003-04-17,126.75,126.75,124.56,125.17,1660330
2003-04-18,124.79,125.17,123.03,123.03,104349
2003-04-21,123.27,124.39,122.07,124.39,1082198
2003-04-22,124.30,126.89,124.30,126.59,712689
2003-04-23,127.81,127.81,124.54,124.54,394544
2003-04-24,122.74,124.61,122.42,122.79,39070
2003-04-25,122.66,122.66,119.85,120.26,2192809
2003-04-28,119.55,119.55,117.46,119.41,149882
2003-04-29,119.87,121.68,119.87,121.68,31294
2003-04-30,120.13,122.65,120.13,121.15,294413
2003-05-01,120.01,120.01,118.34,118.41,485537
2003-05-02,118.98,119.58,118.98,119.08,264059
2003-05-05,119.55,119.55,116.52,116.69,593258
2003-05-06,115.32,117.50,114.94,114.94,567083
2003-05-07,116.02,116.02,114.04,114.04,529888
2003-05-08,114.98,114.98,111.60,111.60,771969
2003-05-09,111.71,111.71,110.12,110.54,476264
2003-05-12,111.37,112.43,110.55,110.55,1997276
2003-05-13,112.22,115.54,112.22,115.54,684546
2003-05-14,116.96,119.29,116.96,117.62,567975
2003-05-15,117.63,117.63,114.31,114.39,3073294
2003-05-16,114.49,114.49,112.02,112.65,1926502
2003-05-19,112.10,113.62,111.53,111.53,346099
2003-05-20,111.07,111.07,108.48,109.36,44888
2003-05-21,110.87,110.87,108.32,108.32,4803
2003-05-22,108.20,108.20,105.54,105.54,844057
2003-05-23,104.51,106.51,104.02,106.51,2064167
2003-05-26,104.15,104.15,99.96,99.96,2070496
2003-05-27,98.67,98.86,98.65,98.65,148357
2003-05-28,97.53,98.43,97.36,98.13,6572823
2003-05-29,99.58,99.58,98.02,98.40,7000739
2003-05-30,99.23,99.23,96.47,97.05,2018898
2003-06-02,97.51,97.51,96.04,96.04,347126
2003-06-03,96.86,97.29,96.13,97.29,714562
2003-06-04,96.57,96.57,95.02,95.02,669031
2003-06-05,94.76,95.17,91.05,91.05,1841998
2003-06-06,91.76,91.76,89.89,89.89,1893762
2003-06-09,89.62,89.74,89.14,89.14,4539575
2003-06-10,89.19,89.19,86.44,86.67,57822
2003-06-11,88.26,88.42,87.03,87.03,14598
2003-06-12,86.89,87.24,85.98,85.98,1250603
2003-06-13,87.20,89.12,87.20,89.12,1273780
2003-06-16,88.12,88.43,87.62,88.43,189824
2003-06-17,87.15,87.15,83.36,83.36,386444
2003-06-18,81.83,83.15,81.83,83.15,1271374
2003-06-19,83.49,84.13,83.10,84.13,6664
2003-06-20,84.26,85.52,84.26,85.39,92610807
2003-06-23,84.52,85.49,84.33,84.33,2589584
2003-06-24,84.04,85.46,83.72,85.46,330682
2003-06-25,85.48,85.48,84.79,85.10,103770
2003-06-26,85.08,86.30,85.08,85.54,888663
2003-06-27,85.76,86.31,85.18,85.18,319563
2003-06-30,85.49,85.49,83.53,83.97,86744
2003-07-01,84.45,84.50,82.83,82.83,2780470
2003-07-02,81.99,81.99,80.75,81.02,352719
2003-07-03,81.23,82.53,80.63,80.63,46038
2003-07-04,79.50,79.76,79.41,79.75,779659
2003-07-07,80.29,80.97,79.91,80.97,129191
2003-07-08,81.38,81.74,80.75,80.75,906230
2003-07-09,81.57,84.36,81.57,84.36,278473
2003-07-10,83.21,83.29,81.88,82.78,894163
2003-07-11,84.67,85.01,84.38,84.38,270728
2003-07-14,84.02,84.02,82.85,83.62,22723
2003-07-15,82.87,84.05,82.27,84.05,229638
2003-07-16,83.63,83.96,83.63,83.74,650908
2003-07-17,82.61,83.44,82.33,83.44,533248
2003-07-18,83.88,85.79,83.88,85.79,2501276
2003-07-21,85.57,87.05,85.57,87.05,112663
2003-07-22,87.10,88.39,87.10,88.39,203940
2003-07-23,87.16,89.45,87.16,89.21,1974102
2003-07-24,88.89,88.89,86.55,86.55,2623375
2003-07-25,86.57,87.89,86.57,87.23,1564012
2003-07-28,88.36,88.36,86.01,86.01,413802
2003-07-29,86.33,88.10,86.33,88.10,7114860
2003-07-30,87.84,87.84,84.88,85.55,4308486
2003-07-31,85.40,85.93,84.94,85.15,187531
2003-08-01,85.87,87.20,85.87,87.20,1432695
2003-08-04,86.90,86.90,85.38,86.41,408481
2003-08-05,86.19,86.92,86.19,86.57,25679
2003-08-06,85.74,85.89,84.26,84.26,1083731
2003-08-07,82.89,82.89,81.48,81.48,2113034
2003-08-08,79.13,79.84,78.66,78.66,1303679
2003-08-11,77.97,78.14,77.52,77.52,2769726
2003-08-12,76.37,78.39,76.37,78.04,225202
2003-08-13,78.63,79.48,78.22,79.48,24509
2003-08-14,80.84,82.07,80.84,81.33,1981524
2003-08-15,81.18,81.53,80.96,81.43,888066
2003-08-18,80.77,81.22,80.38,80.38,794079
2003-08-19,80.10,81.36,80.06,81.36,441291
2003-08-20,81.44,82.31,80.54,80.54,107435
2003-08-21,81.47,81.47,80.03,80.03,75077
2003-08-22,79.69,79.76,79.17,79.34,15406010
2003-08-25,79.08,79.90,79.08,79.17,1390348
2003-08-26,78.17,78.17,77.13,77.13,10878912
2003-08-27,77.52,77.65,77.15,77.39,1390880
2003-08-28,78.65,78.65,77.56,77.56,973451
2003-08-29,77.75,77.75,75.72,76.29,328861
2003-09-01,76.41,76.87,76.08,76.08,202158
2003-09-02,75.96,77.71,75.96,76.70,120285
2003-09-03,77.01,77.01,74.68,74.68,3591132
2003-09-04,75.26,75.59,73.69,73.69,90809
2003-09-05,74.37,76.63,74.37,75.91,1054765
2003-09-08,76.42,77.99,76.33,77.81,2796665
2003-09-09,77.83,78.16,77.83,78.16,78658
2003-09-10,79.52,80.15,79.52,80.15,482303
2003-09-11,80.42,80.42,79.34,79.34,480656
2003-09-12,79.47,80.71,79.47,80.71,599244
2003-09-15,78.94,78.94,78.55,78.88,4074103
2003-09-16,78.49,78.81,78.36,78.81,57816
2003-09-17,78.09,78.09,77.01,77.33,337504
2003-09-18,76.54,77.78,76.54,77.78,321484
2003-09-19,76.86,76.86,76.03,76.06,2423022
2003-09-22,76.08,76.08,75.84,75.84,6706323
2003-09-23,74.98,75.62,74.59,74.59,4235733
2003-09-24,73.86,73.86,72.68,72.68,461495
2003-09-25,72.86,73.47,71.86,72.40,1981591
2003-09-26,71.88,72.28,71.60,71.60,2184270
2003-09-29,71.55,73.40,71.55,73.40,99573
2003-09-30,72.79,72.79,71.38,71.38,49577
2003-10-01,71.21,71.63,70.81,70.81,75928
2003-10-02,69.02,69.02,67.34,67.45,19682925
2003-10-03,67.28,67.28,65.35,65.35,664507
2003-10-06,64.94,65.89,64.94,65.89,63473
2003-10-07,65.78,67.94,65.70,67.94,803179
2003-10-08,67.22,67.22,64.09,65.09,641095
2003-10-09,65.25,65.47,65.25,65.41,1108493
2003-10-10,64.24,65.88,64.24,65.88,1357644
2003-10-13,64.90,64.90,64.15,64.15,947262
2003-10-14,64.18,65.44,64.02,65.44,140481
2003-10-15,65.92,65.92,65.40,65.59,110523
2003-10-16,65.41,65.41,64.28,64.28,283720
2003-10-17,64.30,64.30,62.93,62.93,123909
2003-10-20,63.57,63.97,63.57,63.97,127770
2003-10-21,64.82,64.82,63.17,64.39,396655
2003-10-22,64.57,65.00,64.36,64.38,2733802
2003-10-23,64.51,65.49,64.51,65.49,868898
2003-10-24,64.68,64.75,64.20,64.75,3407199
2003-10-27,65.29,65.41,64.49,64.56,743587
2003-10-28,64.26,64.26,61.98,61.98,2591553
2003-10-29,61.16,61.22,60.39,60.39,1936669
2003-10-30,60.41,61.14,60.29,61.14,1940676
2003-10-31,60.46,61.41,60.46,61.23,3477504
2003-11-03,62.07,62.81,62.07,62.81,1435202
2003-11-04,62.75,63.54,62.75,63.50,653969
2003-11-05,62.89,63.35,62.27,62.68,59014
2003-11-06,63.12,63.12,61.92,62.43,1337722
2003-11-07,61.76,61.76,60.10,60.10,195137
2003-11-10,59.43,59.43,57.84,58.05,1156386
2003-11-11,58.39,58.50,58.27,58.48,25010
2003-11-12,58.70,58.70,57.56,57.56,972380
2003-11-13,56.82,58.50,56.82,57.99,351826
2003-11-14,57.87,58.66,57.87,58.66,1275780
2003-11-17,57.88,57.89,57.01,57.59,1446434
2003-11-18,57.96,59.00,57.18,57.18,189449
2003-11-19,57.22,57.98,57.22,57.92,208103
2003-11-20,58.10,58.10,57.49,57.72,450370
2003-11-21,58.32,58.32,56.99,56.99,7447947
2003-11-24,57.67,58.41,57.40,58.41,211637
2003-11-25,58.30,58.42,57.79,57.79,1510787
2003-11-26,57.62,58.05,57.50,58.05,2253004
2003-11-27,58.57,60.62,58.57,60.42,5418467
2003-11-28,59.72,61.53,59.72,61.53,22209
2003-12-01,62.04,63.09,61.89,63.09,1444132
2003-12-02,62.74,62.92,62.58,62.92,1305897
2003-12-03,63.33,63.67,63.04,63.67,349480
2003-12-04,64.06,64.06,62.86,63.71,1655203
2003-12-05,63.44,63.44,63.12,63.16,41461
2003-12-08,62.40,62.40,61.59,62.25,90358
2003-12-09,62.19,63.96,62.19,63.96,1333799
2003-12-10,63.31,64.37,63.31,64.37,8049971
2003-12-11,64.69,65.76,64.42,65.76,664046
2003-12-12,65.31,65.99,65.24,65.99,805017
2003-12-15,64.65,64.65,62.89,62.89,2628503
2003-12-16,62.78,63.77,62.78,63.77,433487
2003-12-17,64.18,65.36,64.18,65.36,848760
2003-12-18,65.02,67.02,65.02,67.02,663246
2003-12-19,65.95,66.82,64.90,66.82,542048
2003-12-22,67.88,69.20,67.88,68.95,6979209
2003-12-23,68.16,68.74,68.16,68.60,893509
2003-12-24,68.59,70.09,68.59,68.87,181453
2003-12-25,70.32,70.82,70.32,70.82,197915
2003-12-26,70.23,70.37,69.03,69.03,465226
2003-12-29,68.44,68.71,67.68,67.68,420545
2003-12-30,66.27,66.27,65.27,65.27,534119
2003-12-31,64.46,64.46,63.51,64.30,2514668
2004-01-01,63.93,63.93,63.40,63.47,1981771
2004-01-02,64.02,64.02,62.97,62.97,465873
2004-01-05,62.42,63.89,62.42,63.89,1123368
2004-01-06,65.32,65.42,64.95,65.42,115866
2004-01-07,65.96,65.96,64.16,64.59,960925
2004-01-08,65.61,67.12,65.55,67.12,2082887
2004-01-09,67.42,67.52,66.71,66.71,235162
2004-01-12,66.86,66.86,65.87,65.87,269087
2004-01-13,66.05,66.37,65.50,66.03,1058089
2004-01-14,66.78,68.11,66.78,68.11,1170322
2004-01-15,67.75,67.75,66.37,66.38,2834197
2004-01-16,65.46,65.46,64.81,65.43,452317
2004-01-19,65.74,67.14,65.74,67.14,89694
2004-01-20,67.01,67.09,66.53,66.53,955688
2004-01-21,65.80,66.72,65.80,66.72,564300
2004-01-22,65.99,68.01,65.99,67.98,987012
2004-01-23,67.88,67.88,66.80,67.09,694810
2004-01-26,67.21,67.21,65.35,65.35,4178309
2004-01-27,66.09,66.45,65.40,65.40,1006339
2004-01-28,64.12,65.30,63.96,65.30,384825
2004-01-29,65.74,65.74,64.22,64.22,305137
2004-01-30,64.91,64.91,62.98,62.98,1771091
2004-02-02,63.67,63.87,63.39,63.87,717642
2004-02-03,64.74,65.34,64.58,64.58,242063
2004-02-04,64.32,64.96,63.84,64.96,6555136
2004-02-05,65.47,65.79,65.20,65.53,389479
2004-02-06,65.31,66.65,65.13,66.65,360425
2004-02-09,66.54,66.98,66.25,66.25,71767
2004-02-10,65.93,66.08,65.50,66.08,96586
2004-02-11,65.93,65.93,64.31,64.31,22595
2004-02-12,64.48,64.48,64.01,64.28,837893
2004-02-13,63.26,63.26,62.35,62.77,558910
2004-02-16,63.25,63.39,63.02,63.17,1215704
2004-02-17,62.94,63.13,62.78,62.95,1578305
2004-02-18,62.32,63.07,62.32,62.67,635437
2004-02-19,63.68,64.72,63.68,64.24,2054174
2004-02-20,63.29,65.31,63.29,65.31,596293
2004-02-23,64.87,65.37,64.82,64.82,425332
2004-02-24,64.77,65.69,64.77,65.69,239355
2004-02-25,64.81,65.88,64.81,65.88,89017
2004-02-26,64.73,66.23,64.73,65.74,2759
2004-02-27,65.77,66.71,65.77,66.71,1780749
2004-03-01,66.78,66.78,64.68,64.68,92586
2004-03-02,63.88,64.59,63.27,64.59,61573
2004-03-03,64.71,64.89,64.22,64.44,9752
2004-03-04,63.62,63.99,63.53,63.99,488438
2004-03-05,63.64,63.64,62.56,63.18,176295
2004-03-08,62.62,63.74,62.54,63.74,1179763
2004-03-09,64.22,65.58,64.22,65.58,556995
2004-03-10,66.29,66.29,64.65,64.65,133640
2004-03-11,64.20,64.29,63.48,63.48,865172
2004-03-12,62.90,63.29,62.14,63.08,1080900
2004-03-15,63.43,63.57,62.99,63.36,610291
2004-03-16,62.97,63.55,62.63,62.63,95465
2004-03-17,62.44,63.29,62.37,63.12,1509149
2004-03-18,63.02,64.19,62.93,63.82,214021
2004-03-19,64.29,65.57,64.29,65.57,367763
2004-03-22,65.30,65.30,64.44,65.29,1104322
2004-03-23,66.41,66.41,63.94,64.36,167333
2004-03-24,63.51,63.77,62.73,63.77,854316
2004-03-25,63.73,64.64,63.07,63.07,692179
2004-03-26,62.91,62.91,62.36,62.36,1092803
2004-03-29,61.45,62.28,60.60,60.60,10609871
2004-03-30,59.86,60.79,59.86,60.54,4675992
2004-03-31,61.58,61.58,60.88,60.88,17379772
2004-04-01,61.53,61.53,60.85,60.85,565404
2004-04-02,60.71,62.22,60.71,62.22,11455
2004-04-05,62.13,62.45,62.13,62.36,118795
2004-04-06,61.47,62.21,60.68,62.21,1019830
2004-04-07,61.78,62.02,61.40,61.55,517235
2004-04-08,62.23,62.72,62.23,62.72,172076
2004-04-09,62.02,62.99,62.02,62.99,1249995
2004-04-12,63.10,63.69,63.10,63.10,1280816
2004-04-13,63.56,64.86,63.56,64.77,281075
2004-04-14,63.86,64.06,63.85,64.00,919458
2004-04-15,64.58,66.93,64.58,66.93,1995623
2004-04-16,67.41,68.02,66.57,66.57,1200514
2004-04-19,65.95,66.07,65.34,65.34,907025
2004-04-20,65.04,65.04,63.68,63.89,407967
2004-04-21,64.19,66.49,64.19,66.49,68256
2004-04-22,67.08,67.46,66.73,66.73,712652
2004-04-23,66.00,66.48,65.88,66.48,529799
2004-04-26,66.52,66.52,65.37,65.97,1445330
2004-04-27,66.09,66.09,64.34,65.28,257294
2004-04-28,65.52,65.52,64.18,64.18,592243
2004-04-29,64.20,65.71,64.20,65.71,1649764
2004-04-30,66.06,66.06,63.49,63.49,9941
2004-05-03,62.85,63.16,62.85,63.03,97479
2004-05-04,62.93,62.93,62.33,62.55,238185
2004-05-05,62.17,62.91,61.91,61.97,139749
2004-05-06,62.00,62.00,60.03,60.13,108265
2004-05-07,60.37,62.48,60.37,62.48,68226
2004-05-10,61.86,61.86,60.58,60.58,809111
2004-05-11,60.97,61.37,60.30,60.30,87311
2004-05-12,60.75,61.04,60.40,61.04,3094713
2004-05-13,60.80,60.80,60.68,60.80,1073276
2004-05-14,61.02,61.12,60.70,61.12,994988
2004-05-17,60.79,62.16,60.79,61.75,8457
2004-05-18,61.81,61.87,61.79,61.87,771312
2004-05-19,61.85,62.59,61.80,62.59,1817056
2004-05-20,63.04,64.01,63.04,64.01,1483936
2004-05-21,65.48,65.48,64.78,65.10,60893
2004-05-24,65.63,65.64,65.01,65.01,413895
2004-05-25,66.01,66.22,65.60,66.22,3651037
2004-05-26,65.90,66.18,65.38,65.38,2770914
2004-05-27,65.93,66.33,65.00,65.42,279191
2004-05-28,65.14,66.09,65.14,65.84,2110464
2004-05-31,65.36,66.15,64.90,66.15,795384
2004-06-01,66.70,66.70,66.02,66.49,1431082
2004-06-02,66.26,66.74,65.83,65.83,174464
2004-06-03,65.74,65.74,64.63,65.22,710949
2004-06-04,64.08,65.00,63.83,65.00,735148
2004-06-07,66.94,67.41,66.66,66.71,200630
2004-06-08,67.00,67.20,66.78,67.20,271349
2004-06-09,65.98,66.45,65.98,66.13,2044597
2004-06-10,66.02,66.02,64.21,64.21,670374
2004-06-11,63.80,65.47,63.80,65.47,1647117
2004-06-14,66.16,66.16,65.06,65.15,6503931
2004-06-15,65.22,65.35,65.00,65.34,252961
2004-06-16,64.28,64.35,63.71,64.35,62727
2004-06-17,64.52,65.33,64.52,64.64,556904
2004-06-18,63.94,63.94,63.14,63.54,824765
2004-06-21,63.99,64.00,62.96,62.96,358972
2004-06-22,62.82,63.31,62.61,62.61,268944
2004-06-23,62.27,62.27,60.03,60.03,614123
2004-06-24,61.74,61.74,60.53,60.53,441691
2004-06-25,60.26,60.55,59.81,59.81,342727
2004-06-28,60.26,60.38,59.60,59.67,3516156
2004-06-29,60.26,61.54,60.26,61.37,538190
2004-06-30,61.76,62.05,61.51,62.05,318296
2004-07-01,63.00,63.98,63.00,63.98,427839
2004-07-02,63.00,63.00,61.98,62.78,624013
2004-07-05,63.75,66.76,63.75,66.76,1508348
2004-07-06,66.92,67.05,66.40,66.40,400552
2004-07-07,66.10,67.01,65.59,67.01,701880
2004-07-08,67.69,69.14,67.69,69.14,163835
2004-07-09,69.06,70.12,69.02,69.02,26115
2004-07-12,69.32,69.69,68.06,68.06,901426
2004-07-13,68.26,68.27,67.63,68.27,670052
2004-07-14,68.34,68.34,67.67,67.67,45765
2004-07-15,67.67,69.54,67.39,69.54,1551
2004-07-16,69.75,70.88,69.75,70.16,650621
2004-07-19,69.84,70.83,68.60,68.60,1282126
2004-07-20,67.85,67.92,66.71,66.71,321400
2004-07-21,66.23,66.23,62.66,62.66,239905
2004-07-22,63.21,63.37,62.96,63.21,392513
2004-07-23,62.73,62.73,61.95,61.95,3083051
2004-07-26,62.27,63.75,62.09,63.75,176985
2004-07-27,63.65,65.88,63.65,65.88,4273133
2004-07-28,65.73,65.73,63.21,63.21,804019
2004-07-29,64.20,64.20,63.24,63.32,114039
2004-07-30,63.94,64.81,63.79,64.47,2071303
2004-08-02,63.35,63.51,62.71,62.71,2768090
2004-08-03,62.32,63.18,61.99,61.99,901787
2004-08-04,61.81,62.90,61.81,62.90,258197
2004-08-05,62.92,62.92,62.29,62.29,4081288
2004-08-06,61.53,63.23,61.53,63.23,422167
2004-08-09,62.94,63.16,62.10,62.10,5238570
2004-08-10,60.61,60.83,60.37,60.83,75039
2004-08-11,61.69,62.55,60.96,60.96,161931
2004-08-12,61.04,61.04,59.52,59.52,207032
2004-08-13,59.21,59.57,59.21,59.38,391553
2004-08-16,58.61,58.76,57.85,58.76,303988
2004-08-17,59.37,60.22,59.37,60.21,254348
2004-08-18,60.68,61.46,60.65,61.46,1898031
2004-08-19,62.10,64.42,62.10,64.42,562299
2004-08-20,63.70,63.77,63.31,63.61,1460426
2004-08-23,64.11,64.62,63.86,64.62,8509
2004-08-24,64.15,65.18,63.49,65.18,295884
2004-08-25,64.96,64.98,64.67,64.68,20432
2004-08-26,64.98,66.07,64.81,66.07,773803
2004-08-27,66.28,66.34,65.52,65.52,282326
2004-08-30,66.04,66.43,65.23,65.23,430541
2004-08-31,65.56,65.61,64.83,65.61,3633068
2004-09-01,65.28,65.77,65.28,65.77,100040
2004-09-02,66.51,67.56,66.51,67.56,933142
2004-09-03,67.13,68.81,67.13,68.81,114135
2004-09-06,67.74,70.61,67.74,70.61,630748
2004-09-07,71.15,71.81,71.05,71.81,3038734
2004-09-08,72.11,73.23,72.11,73.23,1697511
2004-09-09,72.37,72.39,71.92,71.92,325322
2004-09-10,72.55,73.37,72.08,72.08,70421
2004-09-13,72.63,73.55,72.63,73.55,20692
2004-09-14,73.04,73.26,72.93,72.93,150162
2004-09-15,73.09,73.57,72.43,73.57,255986
2004-09-16,72.37,72.37,71.59,71.59,9992
2004-09-17,71.52,71.98,70.55,71.98,753953
2004-09-20,71.78,71.94,71.45,71.87,429726
2004-09-21,70.76,70.76,70.24,70.70,110244
2004-09-22,71.31,72.49,71.31,72.49,17047
2004-09-23,72.25,74.18,72.25,72.96,826372
2004-09-24,72.12,72.80,71.53,72.80,4721381
2004-09-27,73.51,73.51,71.06,71.06,656569
2004-09-28,71.59,72.52,71.59,71.78,568426
2004-09-29,71.96,71.96,70.23,70.23,1435896
2004-09-30,69.63,69.65,68.57,68.57,608152
2004-10-01,69.85,71.01,69.85,71.01,45097
2004-10-04,70.31,70.71,69.64,69.64,99464
2004-10-05,69.46,69.69,68.77,68.77,12807648
2004-10-06,68.09,68.15,67.63,68.15,445019
2004-10-07,69.41,69.41,68.80,68.80,2517345
2004-10-08,67.76,68.96,67.76,68.41,3260671
2004-10-11,68.89,68.89,67.95,67.95,835734
2004-10-12,66.69,67.67,66.65,67.67,1276101
2004-10-13,67.68,69.15,67.33,68.02,5459
2004-10-14,67.64,67.64,66.03,67.62,39772
2004-10-15,67.32,68.44,66.87,68.44,180417
2004-10-18,68.45,68.68,68.10,68.10,263642
2004-10-19,67.96,69.31,67.96,69.31,1383075
2004-10-20,68.95,70.09,68.95,69.22,1649288
2004-10-21,69.13,69.13,68.00,68.00,2763786
2004-10-22,67.21,68.30,67.21,68.30,251615
2004-10-25,68.10,68.13,67.26,68.13,3937420
2004-10-26,67.77,67.77,66.85,67.17,1898463
2004-10-27,67.08,69.16,67.08,69.16,722015
2004-10-28,68.52,69.44,67.63,68.61,1149523
2004-10-29,68.52,68.88,68.33,68.56,20897
2004-11-01,68.76,68.76,67.88,68.11,556114
2004-11-02,68.48,69.12,68.48,68.55,2326154
2004-11-03,67.64,69.92,67.28,69.92,2424679
2004-11-04,70.36,72.39,70.36,72.39,746903
2004-11-05,71.96,72.78,71.96,72.09,360381
2004-11-08,71.86,72.99,71.86,72.99,392297
2004-11-09,72.60,74.94,72.57,74.94,2545796
2004-11-10,74.08,74.63,73.03,74.63,278173
2004-11-11,74.98,75.31,73.76,73.76,581145
2004-11-12,72.52,73.04,72.44,73.04,1553769
2004-11-15,73.71,76.32,73.71,76.32,958522
2004-11-16,76.48,77.80,76.35,77.80,636649
2004-11-17,78.79,79.23,78.70,78.70,3673978
2004-11-18,78.71,79.11,78.71,79.11,12194944
2004-11-19,78.64,80.70,78.64,80.46,7764494
2004-11-22,81.95,81.95,80.98,81.32,544423
2004-11-23,81.44,82.67,81.44,82.67,61382
2004-11-24,82.39,83.22,82.39,82.62,784350
2004-11-25,82.84,82.84,81.71,81.71,28333
2004-11-26,81.36,82.72,81.13,82.54,88813
2004-11-29,83.53,83.53,82.21,82.21,57546
2004-11-30,81.82,83.04,81.82,82.36,2862272
2004-12-01,83.49,85.40,83.30,85.40,126774
2004-12-02,84.32,84.32,82.96,82.96,108480
2004-12-03,83.41,83.85,83.29,83.29,4959713
2004-12-06,83.95,84.02,82.70,82.70,109196
2004-12-07,82.09,82.60,81.65,81.65,6444634
2004-12-08,82.16,82.21,80.85,82.05,7570517
2004-12-09,82.80,82.80,80.43,80.43,162889
2004-12-10,79.48,79.48,78.10,78.10,561628
2004-12-13,77.74,78.94,77.68,78.94,307732
2004-12-14,80.03,80.03,78.97,79.43,187806
2004-12-15,79.93,80.38,79.46,80.38,1352331
2004-12-16,80.57,80.57,79.54,80.29,2065707
2004-12-17,79.33,79.96,78.81,79.96,660741
2004-12-20,81.46,81.82,80.91,80.91,4146498
2004-12-21,80.96,82.88,80.96,82.88,948524
2004-12-22,82.87,83.88,82.87,83.22,3970435
2004-12-23,83.43,84.52,83.43,84.14,1969355
2004-12-24,84.42,85.22,83.83,83.83,1890042
2004-12-27,83.37,83.37,80.06,80.06,719014
2004-12-28,80.60,81.76,80.60,81.76,10674
2004-12-29,82.49,82.49,79.89,79.89,1017676
2004-12-30,79.49,80.62,79.49,80.62,116700
2004-12-31,79.68,79.68,76.78,76.78,115799
2005-01-03,76.75,76.75,75.69,75.69,297925
2005-01-04,75.73,77.28,75.73,77.28,851639
2005-01-05,77.53,77.53,76.06,76.08,1377100
2005-01-06,76.74,76.74,75.34,75.51,42416
2005-01-07,75.00,75.00,74.20,74.32,1069499
2005-01-10,75.21,76.99,75.21,76.99,467621
2005-01-11,77.93,78.34,77.68,78.26,1905795
